video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed
vid_18,23.18.09,new new tutorial best tutorial make make,Channel 4,7,2023-09-15T00:00:00.000Z,make|review|tutorial|new,131334,27634,427,4472,http://example.com,False,False,False
vid_19,23.11.12,best tutorial new daily how,Channel 28,1,2023-12-10T00:00:00.000Z,new|daily|daily,475081,25974,867,3285,http://example.com,False,False,False
vid_20,23.22.10,how best review,Channel 14,1,2023-10-21T00:00:00.000Z,daily|best,496784,22901,426,1585,http://example.com,False,False,False
vid_21,23.19.07,make vlog awesome to review best,Channel 8,12,2023-07-11T00:00:00.000Z,how|new|tutorial|best|tutorial|best|review|daily,364581,49108,420,3563,http://example.com,False,False,False
vid_22,23.14.10,how make video,Channel 9,13,2023-10-04T00:00:00.000Z,review|review|make|video|review|tutorial|make|how|make,969121,38389,321,2440,http://example.com,True,False,False
vid_23,23.21.06,to review daily awesome make make how new how new new to,Channel 35,10,2023-06-10T00:00:00.000Z,,412811,12526,912,4584,http://example.com,True,False,False
vid_24,23.22.11,video review tutorial tutorial how how,Channel 37,7,2023-11-10T00:00:00.000Z,awesome|tutorial|new|new|review|how|make|new|best,481675,13896,679,4817,http://example.com,False,False,False
vid_25,23.20.02,review review to how review daily new make make new best daily,Channel 21,14,2023-01-22T00:00:00.000Z,how|vlog|daily|make|review|tutorial,585436,20317,165,3100,http://example.com,False,False,False
vid_26,23.23.09,daily new video vlog awesome new review how how to new to new,Channel 18,7,2023-09-10T00:00:00.000Z,to|to|new|vlog,834358,24853,596,3244,http://example.com,False,False,False
vid_27,23.05.09,awesome daily vlog make tutorial new vlog make review best awesome to,Channel 33,1,2023-08-24T00:00:00.000Z,make|make|vlog|how|make|how|review|awesome,600559,46494,956,1040,http://example.com,False,False,False
vid_28,23.25.12,daily how make best vlog awesome make,Channel 8,1,2023-12-11T00:00:00.000Z,daily|review|make|vlog|best|best,559745,5922,648,3127,http://example.com,False,False,False
vid_29,23.20.02,tutorial new to vlog to vlog daily how vlog,Channel 49,4,2023-02-18T00:00:00.000Z,review,567819,21524,460,2273,http://example.com,False,False,False
vid_30,23.29.03,daily vlog tutorial how vlog daily review,Channel 17,5,2023-02-28T00:00:00.000Z,daily|vlog|make|tutorial|awesome|how|tutorial|awesome,205335,21833,458,3629,http://example.com,False,False,False
vid_31,23.08.07,video best video review video review awesome review,Channel 43,5,2023-06-19T00:00:00.000Z,how|new,467516,28807,188,2114,http://example.com,False,False,False
vid_32,23.25.07,review tutorial make new vlog best how make to new awesome awesome review,Channel 31,4,2023-07-07T00:00:00.000Z,tutorial|make|daily|review|to|make|how|daily,653315,6459,463,1677,http://example.com,False,False,False
vid_33,23.01.10,daily video to awesome best awesome how vlog,Channel 34,8,2023-09-28T00:00:00.000Z,best|vlog|daily|best|make,195243,1735,911,3094,http://example.com,False,False,False
vid_34,23.01.08,how make make,Channel 6,7,2023-07-09T00:00:00.000Z,,513445,15880,378,998,http://example.com,False,False,False
vid_35,23.11.07,new awesome best awesome best tutorial review new tutorial awesome new tutorial video awesome,Channel 22,9,2023-06-24T00:00:00.000Z,awesome,258231,9314,1,2284,http://example.com,True,False,False
vid_36,23.18.03,video video make awesome video,Channel 14,7,2023-02-20T00:00:00.000Z,daily|daily|vlog|best|video|make|review|how,774589,7532,617,1589,http://example.com,False,False,False
vid_37,24.07.01,tutorial how awesome new best best tutorial daily,Channel 3,10,2023-12-30T00:00:00.000Z,,571059,13673,363,1161,http://example.com,False,False,False
vid_38,23.25.03,tutorial video awesome best best video best new awesome vlog best tutorial,Channel 12,1,2023-02-24T00:00:00.000Z,,618423,4794,71,2520,http://example.com,False,False,False
vid_39,23.27.09,best review new make vlog to tutorial tutorial awesome new,Channel 36,13,2023-09-01T00:00:00.000Z,video|how|awesome|how,591642,9482,426,3855,http://example.com,False,False,False
vid_40,23.26.11,tutorial new new review,Channel 12,14,2023-11-16T00:00:00.000Z,daily|how|awesome|best|video,638031,28962,637,4648,http://example.com,False,False,False
vid_41,23.06.06,how to make to best video,Channel 45,7,2023-05-11T00:00:00.000Z,tutorial|new|new|tutorial|how|video|how|review,769741,10065,169,694,http://example.com,False,False,False
vid_42,23.05.11,daily best awesome best to tutorial tutorial how video,Channel 2,1,2023-11-03T00:00:00.000Z,video|tutorial|review|review|how|to|awesome|best,955793,29518,204,4412,http://example.com,False,False,False
vid_43,23.03.06,awesome to how review,Channel 2,7,2023-05-15T00:00:00.000Z,best|vlog|how|make|review|video|how|video|daily,559180,12686,824,4863,http://example.com,False,False,False
vid_44,23.30.01,video tutorial best best how to to make vlog video to tutorial,Channel 15,10,2023-01-21T00:00:00.000Z,best|awesome|daily|daily,203268,25202,336,3798,http://example.com,False,False,False
vid_45,23.02.12,daily make new awesome daily new,Channel 23,8,2023-11-25T00:00:00.000Z,daily|make|make|new|new|make,917094,24732,998,3683,http://example.com,True,False,False
vid_46,23.20.06,best awesome video tutorial awesome vlog new video vlog best vlog make make,Channel 29,11,2023-06-16T00:00:00.000Z,to|video,96057,7456,471,1971,http://example.com,False,False,False
vid_47,23.27.10,how daily daily video best to review make video to daily how vlog,Channel 17,9,2023-10-01T00:00:00.000Z,vlog|daily|awesome|daily,39409,4735,194,1503,http://example.com,True,False,False
vid_48,23.20.04,video awesome to vlog make daily best to,Channel 32,12,2023-03-30T00:00:00.000Z,make|review|best|vlog,247889,20071,669,3249,http://example.com,False,False,False
vid_49,23.30.11,make to review vlog make review new video vlog to best daily,Channel 7,3,2023-11-12T00:00:00.000Z,to|best|awesome|review|to,428686,47547,652,4218,http://example.com,False,False,False
vid_50,23.27.01,daily to daily,Channel 30,4,2023-01-14T00:00:00.000Z,how,150457,22681,274,3242,http://example.com,False,False,False
vid_51,23.10.09,make review awesome tutorial,Channel 28,4,2023-08-30T00:00:00.000Z,to|make|video|tutorial|best|review,417512,1419,6,1868,http://example.com,False,False,False
vid_52,23.21.10,how tutorial daily to review new review,Channel 14,12,2023-09-22T00:00:00.000Z,make,905998,8215,904,1671,http://example.com,False,False,False
vid_53,24.05.01,awesome review best new tutorial make,Channel 44,9,2023-12-12T00:00:00.000Z,daily|awesome|review|daily,324860,16375,978,1082,http://example.com,False,False,False
vid_54,23.26.02,best new make make,Channel 30,13,2023-02-22T00:00:00.000Z,review|video|how,876584,266,565,1728,http://example.com,False,False,False
vid_55,23.31.12,new awesome daily how how tutorial tutorial,Channel 17,7,2023-12-06T00:00:00.000Z,,27382,15714,615,3851,http://example.com,False,False,False
vid_56,23.23.04,review awesome review review video vlog,Channel 32,3,2023-04-02T00:00:00.000Z,new,77675,29912,853,2142,http://example.com,False,False,False
vid_57,23.20.10,video to vlog vlog new awesome awesome vlog review new daily vlog,Channel 46,10,2023-09-21T00:00:00.000Z,video|make|daily|vlog|best,547707,35768,849,1148,http://example.com,False,False,False
vid_58,23.01.03,tutorial tutorial video to tutorial make video tutorial to,Channel 6,5,2023-02-04T00:00:00.000Z,to|best|review|best|tutorial|best|awesome|vlog,82238,1205,572,253,http://example.com,False,False,False
vid_59,23.29.07,review review awesome awesome daily vlog best awesome new tutorial new to awesome best,Channel 24,7,2023-07-25T00:00:00.000Z,make|to|best|to|daily|to|review|daily|review,226825,34022,598,4102,http://example.com,False,False,False
vid_60,23.01.04,make make new vlog video vlog review,Channel 6,8,2023-03-22T00:00:00.000Z,daily|best|review|tutorial|tutorial|daily,695651,11425,769,3542,http://example.com,False,False,False
vid_61,23.24.02,vlog daily daily best awesome best daily to make daily best to,Channel 27,1,2023-02-19T00:00:00.000Z,make|make,275541,39544,177,2775,http://example.com,False,False,False
vid_62,24.04.01,vlog tutorial new video review best video how best,Channel 18,12,2023-12-26T00:00:00.000Z,tutorial|new,321032,21696,241,4637,http://example.com,False,False,False
vid_63,23.26.01,video review daily best awesome,Channel 24,2,2023-01-02T00:00:00.000Z,best|daily|how|how|tutorial|to|tutorial,36169,11672,202,3333,http://example.com,False,False,False
vid_64,23.26.02,tutorial video tutorial to review new daily best best best,Channel 37,7,2023-02-23T00:00:00.000Z,best|tutorial|vlog|to|vlog|best|best,587470,48988,542,4184,http://example.com,False,False,False
vid_65,23.03.05,awesome how make vlog video awesome daily video best tutorial,Channel 24,11,2023-04-16T00:00:00.000Z,video|vlog|make|new|awesome,879908,28753,800,3279,http://example.com,False,False,False
vid_66,23.20.09,video review best video tutorial review best how awesome to vlog new,Channel 38,13,2023-09-17T00:00:00.000Z,awesome|daily|review|new,829681,32171,461,4308,http://example.com,False,False,False
vid_67,23.22.11,vlog daily vlog best how to awesome awesome tutorial new video how video to,Channel 34,14,2023-11-06T00:00:00.000Z,awesome|vlog|video|vlog|awesome|daily|vlog,160413,43091,79,2881,http://example.com,False,False,False
vid_68,23.14.07,awesome to vlog awesome vlog new how review daily to to,Channel 40,13,2023-07-10T00:00:00.000Z,vlog|best|review,863035,2412,522,265,http://example.com,False,False,False
vid_69,23.24.08,make best new new review video vlog best how how review new how,Channel 47,2,2023-08-06T00:00:00.000Z,to|review|vlog|video|review,178216,49658,416,2340,http://example.com,True,False,False
vid_70,23.02.03,to tutorial daily review video vlog daily vlog,Channel 15,7,2023-02-13T00:00:00.000Z,review,455988,13285,765,3148,http://example.com,False,False,False
vid_71,23.18.06,daily tutorial new,Channel 11,9,2023-06-11T00:00:00.000Z,tutorial|new|review|vlog|new|how|awesome|how,80360,28192,383,3359,http://example.com,False,False,False
vid_72,23.14.08,to to make best awesome vlog tutorial how,Channel 22,11,2023-07-21T00:00:00.000Z,video|tutorial|daily|new|make|new|best|to,538732,14925,390,1004,http://example.com,False,False,False
vid_73,23.20.10,awesome review daily tutorial video video awesome new tutorial tutorial make new,Channel 24,2,2023-09-27T00:00:00.000Z,how|make|video|video|video|daily|best|video,439863,919,895,2094,http://example.com,False,False,False
vid_74,23.22.12,vlog how to video review vlog new tutorial review vlog tutorial,Channel 1,7,2023-12-17T00:00:00.000Z,vlog,124662,48584,798,4717,http://example.com,False,False,False
vid_75,23.12.11,video daily vlog new vlog to review review video new make,Channel 18,4,2023-10-31T00:00:00.000Z,review|tutorial|tutorial|best|to|daily,770776,382,687,3271,http://example.com,False,False,False
vid_76,23.15.10,review to daily video make to to awesome video new,Channel 44,11,2023-09-28T00:00:00.000Z,new|vlog|awesome|tutorial|review,99843,22630,125,4522,http://example.com,True,False,False
vid_77,23.26.08,daily tutorial new new video,Channel 12,13,2023-08-03T00:00:00.000Z,make|best|new|make|tutorial|video,798406,34122,493,209,http://example.com,False,False,False
vid_78,23.22.09,review awesome make new tutorial new awesome review review vlog,Channel 43,2,2023-09-09T00:00:00.000Z,review|awesome|tutorial|review|how|awesome,637438,8525,46,887,http://example.com,True,False,False
vid_79,23.01.08,vlog to daily how review make best to review daily vlog tutorial best,Channel 28,13,2023-07-09T00:00:00.000Z,daily|tutorial|video|tutorial,432599,2441,717,153,http://example.com,False,False,False
vid_80,23.17.11,daily review to best video how video best video review awesome vlog,Channel 40,7,2023-10-23T00:00:00.000Z,make|best|make|make|tutorial|new|best,781908,21064,475,3593,http://example.com,False,False,False
vid_81,23.04.08,new video new,Channel 7,13,2023-08-01T00:00:00.000Z,make|to|daily|new|to|vlog,620114,32634,948,414,http://example.com,False,False,False
vid_82,23.05.08,make tutorial best daily vlog,Channel 23,5,2023-07-27T00:00:00.000Z,awesome|make|best|tutorial|best|review|review|best,475768,10595,618,3424,http://example.com,False,False,False
vid_83,23.11.09,to make how how,Channel 21,1,2023-08-25T00:00:00.000Z,best,885080,48240,463,1284,http://example.com,False,False,False
vid_84,23.21.12,video how review awesome make awesome,Channel 34,5,2023-12-04T00:00:00.000Z,,226121,31968,786,3148,http://example.com,True,False,False
vid_85,23.14.03,make awesome make daily new review video video how review tutorial how,Channel 11,12,2023-02-22T00:00:00.000Z,vlog|best|best|review,921460,1705,848,768,http://example.com,False,False,False
vid_86,23.23.10,best review awesome make tutorial review daily best daily video video how awesome tutorial,Channel 22,12,2023-10-07T00:00:00.000Z,new,926581,34685,122,982,http://example.com,False,False,False
vid_87,23.30.08,best best review how video how make review review tutorial awesome,Channel 42,3,2023-08-05T00:00:00.000Z,new|tutorial,823922,49942,473,3202,http://example.com,False,False,False
vid_88,23.01.10,new to to review how make tutorial vlog to tutorial review awesome daily make,Channel 35,7,2023-09-09T00:00:00.000Z,best|video|how|review|make|review|vlog|to|vlog,766723,33797,133,4674,http://example.com,False,False,False
vid_89,23.20.07,tutorial awesome vlog new,Channel 29,6,2023-07-07T00:00:00.000Z,daily|new|awesome|best,650001,44235,618,3526,http://example.com,False,False,False
vid_90,23.09.03,video review new vlog awesome to new review video how best tutorial to new,Channel 42,8,2023-02-10T00:00:00.000Z,to|make|to,56612,1413,816,2787,http://example.com,False,False,False
vid_91,23.25.06,daily tutorial how vlog best awesome how how vlog make vlog make make to,Channel 28,13,2023-06-06T00:00:00.000Z,,625762,17820,840,2210,http://example.com,False,False,False
vid_92,23.01.02,video new new review awesome new to,Channel 18,5,2023-01-15T00:00:00.000Z,video|vlog|daily|video|vlog|make|review|vlog,299303,8865,561,1038,http://example.com,False,False,False
vid_93,23.01.11,video make review vlog,Channel 14,2,2023-10-28T00:00:00.000Z,make|review|video|new|tutorial,564998,38646,848,3932,http://example.com,False,False,False
vid_94,23.18.03,make vlog new,Channel 18,9,2023-03-06T00:00:00.000Z,to|tutorial|awesome|new|tutorial|video,932310,10849,606,541,http://example.com,False,False,False
vid_95,24.09.01,make tutorial new vlog awesome vlog make make how awesome daily new video,Channel 28,14,2023-12-11T00:00:00.000Z,,638384,20,779,358,http://example.com,True,True,False
vid_96,23.02.12,awesome video awesome awesome vlog awesome how daily make best video make best daily,Channel 24,11,2023-11-23T00:00:00.000Z,new|tutorial|awesome,210417,39108,22,849,http://example.com,False,False,False
vid_97,23.28.01,video video daily best awesome new review tutorial review make vlog make,Channel 8,8,2023-01-09T00:00:00.000Z,vlog|awesome|review,212463,47839,565,4522,http://example.com,False,False,False
vid_98,23.22.12,best vlog video new new video how review best review how,Channel 42,6,2023-12-10T00:00:00.000Z,vlog,894844,9240,885,2544,http://example.com,False,True,False
vid_99,23.18.05,make daily make daily tutorial vlog,Channel 45,13,2023-05-09T00:00:00.000Z,tutorial,620212,40242,765,4581,http://example.com,False,True,False
vid_100,23.23.05,daily review video make best vlog tutorial daily tutorial best how new best to,Channel 8,10,2023-05-16T00:00:00.000Z,tutorial|vlog|make|tutorial|vlog|awesome,269602,47524,964,1831,http://example.com,False,False,True
vid_101,23.01.04,tutorial video make video tutorial make to new vlog,Channel 4,7,2023-03-04T00:00:00.000Z,tutorial|awesome|video|new|best|video|video|vlog|make,918425,35781,234,1472,http://example.com,False,False,False
vid_102,23.02.06,tutorial daily tutorial tutorial make awesome best awesome to daily new how to,Channel 27,9,2023-05-19T00:00:00.000Z,daily|make|vlog|review,298668,29266,995,1436,http://example.com,False,False,False
vid_103,23.11.04,how new video awesome tutorial vlog,Channel 36,7,2023-03-22T00:00:00.000Z,daily|daily|vlog|how|video|new,663213,25661,58,329,http://example.com,False,True,False
vid_104,23.01.07,daily to video how video video,Channel 5,3,2023-06-12T00:00:00.000Z,vlog|how|new,303621,32393,163,4354,http://example.com,False,False,False
vid_105,23.11.11,make best daily tutorial tutorial daily,Channel 33,6,2023-10-16T00:00:00.000Z,vlog|daily|how|awesome|tutorial|vlog|how|to,295366,39973,770,4238,http://example.com,False,False,False
vid_106,23.03.10,tutorial video new to awesome tutorial daily new,Channel 49,11,2023-09-18T00:00:00.000Z,to|how|video|video|how|daily,543608,13672,825,4008,http://example.com,False,False,False
vid_107,23.04.09,best daily video best to to,Channel 34,13,2023-08-19T00:00:00.000Z,vlog|new|tutorial|vlog|to|review|tutorial|to|daily,95154,13749,215,4722,http://example.com,False,False,False
vid_108,23.03.03,vlog make new best vlog how video best,Channel 30,11,2023-02-10T00:00:00.000Z,new|to|daily,577531,48366,182,1388,http://example.com,False,False,False
vid_109,23.02.02,awesome review vlog vlog video tutorial to to,Channel 8,7,2023-01-28T00:00:00.000Z,vlog|how|best|video|make|new|best,701975,1799,568,4185,http://example.com,False,False,False
vid_110,23.18.05,new new how,Channel 39,2,2023-05-15T00:00:00.000Z,new|best|to|best|daily|tutorial,411568,19430,656,719,http://example.com,True,False,False
vid_111,23.01.08,review daily tutorial make daily daily vlog awesome to,Channel 47,3,2023-07-20T00:00:00.000Z,best|vlog|video|how,598121,23771,934,3235,http://example.com,False,False,False
vid_112,23.19.12,new review awesome vlog make how,Channel 26,4,2023-11-24T00:00:00.000Z,awesome|video|vlog|daily|best|daily,94476,40376,89,4576,http://example.com,False,False,False
vid_113,23.15.10,vlog review to to to awesome awesome new new make review how video video,Channel 37,10,2023-09-25T00:00:00.000Z,make|tutorial|daily|tutorial|video|review,115560,37616,963,2131,http://example.com,False,False,False
vid_114,23.01.03,to how daily awesome best tutorial make to to review to,Channel 34,6,2023-02-02T00:00:00.000Z,how|to|tutorial|make|review,921707,38650,310,1100,http://example.com,False,False,False
vid_115,23.10.03,awesome tutorial daily,Channel 7,1,2023-02-17T00:00:00.000Z,new|vlog,302411,44145,556,672,http://example.com,True,False,False
vid_116,23.07.03,to video new review review video,Channel 40,9,2023-03-03T00:00:00.000Z,vlog|best|tutorial,563229,37077,971,516,http://example.com,False,False,False
vid_117,23.25.08,video vlog best new review video best make how best how,Channel 28,5,2023-08-04T00:00:00.000Z,awesome|tutorial|make|how|best|tutorial,870241,17367,256,2532,http://example.com,False,False,False
vid_118,23.12.11,daily best new video,Channel 39,13,2023-10-20T00:00:00.000Z,,550656,39861,532,3670,http://example.com,False,False,False
vid_119,23.25.04,awesome best new make to make video,Channel 39,12,2023-04-09T00:00:00.000Z,make|new|tutorial|new|video|how|tutorial|daily,864618,38272,978,781,http://example.com,False,False,False
vid_120,23.16.07,best best daily,Channel 28,14,2023-06-21T00:00:00.000Z,,294128,11327,532,3523,http://example.com,True,False,False
vid_121,24.02.01,daily video video awesome daily new new awesome review new vlog how awesome,Channel 14,7,2023-12-26T00:00:00.000Z,review|daily|video|how|vlog|make,436157,21544,51,3558,http://example.com,False,False,False
vid_122,23.15.08,tutorial to to,Channel 38,9,2023-08-02T00:00:00.000Z,video|best|make|vlog|best|awesome|new,204990,25744,337,2386,http://example.com,False,False,False
vid_123,23.25.02,daily video video make vlog awesome vlog vlog vlog to vlog,Channel 4,9,2023-02-04T00:00:00.000Z,tutorial|video|tutorial|review|make|tutorial|daily|to|make,446899,35907,170,4782,http://example.com,False,False,False
vid_124,23.25.08,how video make how make tutorial make video video vlog best tutorial review,Channel 42,1,2023-08-15T00:00:00.000Z,best|review|new|tutorial|how|make|review,258481,32882,947,1589,http://example.com,False,False,False
vid_125,23.07.05,new make best,Channel 18,1,2023-04-11T00:00:00.000Z,vlog|awesome|new|new|make|how,1801,40211,66,4995,http://example.com,False,False,False
vid_126,23.18.05,to awesome daily best to tutorial vlog awesome awesome awesome tutorial,Channel 44,3,2023-05-11T00:00:00.000Z,review|tutorial,631826,7699,624,1501,http://example.com,False,False,False
vid_127,23.28.09,make daily review tutorial new daily video vlog tutorial to daily new video make,Channel 48,6,2023-09-14T00:00:00.000Z,new|best|review|awesome|review,899633,3577,299,3794,http://example.com,True,False,False
vid_128,23.31.01,to daily vlog to video to how review best make video review review to,Channel 25,2,2023-01-05T00:00:00.000Z,best|best|vlog|review|review,835397,20742,671,4318,http://example.com,False,False,False
vid_129,23.11.08,review best to vlog how review tutorial how to,Channel 7,10,2023-08-06T00:00:00.000Z,to|awesome|video|how|to|vlog|review|awesome|tutorial,610557,20784,777,3080,http://example.com,False,False,False
vid_130,23.15.09,tutorial video how to how review tutorial new,Channel 38,12,2023-09-12T00:00:00.000Z,tutorial|how|tutorial|how,779053,23205,831,1076,http://example.com,True,False,False
vid_131,24.17.01,how video video awesome how daily vlog review best daily best best,Channel 28,11,2023-12-25T00:00:00.000Z,,928473,37422,231,1100,http://example.com,False,False,False
vid_132,23.08.11,awesome daily daily new how how how make best make,Channel 5,1,2023-10-10T00:00:00.000Z,how|best|video|video|make|video|make,299113,47744,974,502,http://example.com,False,False,False
vid_133,23.06.08,new daily review,Channel 3,1,2023-07-26T00:00:00.000Z,how,476485,44108,836,1339,http://example.com,False,False,False
vid_134,23.26.01,make make to make vlog daily vlog daily new,Channel 44,13,2023-01-15T00:00:00.000Z,new|tutorial|vlog|video|new|new,950953,22267,67,3885,http://example.com,False,False,False
vid_135,23.30.12,vlog daily new new awesome daily review to how video new tutorial,Channel 31,5,2023-12-12T00:00:00.000Z,awesome|awesome|video,92679,4404,505,623,http://example.com,False,False,False
vid_136,23.26.02,best daily vlog video tutorial how,Channel 47,4,2023-02-11T00:00:00.000Z,video|video|make|best|best|vlog|make|new,682065,36312,27,1886,http://example.com,True,False,False
vid_137,23.10.07,awesome best video to awesome tutorial video awesome best to awesome make,Channel 42,1,2023-06-28T00:00:00.000Z,video|awesome|to|vlog|new,716663,22238,948,3350,http://example.com,False,False,False
vid_138,23.13.03,tutorial best review daily vlog vlog vlog,Channel 20,4,2023-03-04T00:00:00.000Z,to|to|make,291507,12398,627,1050,http://example.com,False,False,False
vid_139,23.28.12,tutorial best to video,Channel 19,3,2023-12-18T00:00:00.000Z,to|video,162792,11329,50,3772,http://example.com,False,False,False
vid_140,23.14.09,daily make best vlog awesome,Channel 48,2,2023-08-19T00:00:00.000Z,awesome|review|awesome|daily|best|video|how|to|best,928476,6485,692,3916,http://example.com,False,False,False
vid_141,23.10.09,best new tutorial how daily make daily best how new to awesome how,Channel 11,9,2023-08-29T00:00:00.000Z,make,558639,31565,259,4018,http://example.com,False,False,False
vid_142,23.10.03,vlog new awesome review make,Channel 40,14,2023-02-21T00:00:00.000Z,,636311,18168,590,1329,http://example.com,False,False,False
vid_143,23.05.05,best how awesome video to review to new make new video,Channel 3,11,2023-04-06T00:00:00.000Z,vlog|to|to|how|tutorial|vlog,692505,14738,784,4114,http://example.com,True,False,False
vid_144,23.16.08,make daily tutorial make make,Channel 23,1,2023-08-10T00:00:00.000Z,new|vlog|to|daily,613236,44784,619,3367,http://example.com,False,False,False
vid_145,23.26.08,best video make awesome,Channel 7,7,2023-08-19T00:00:00.000Z,video|vlog|review|how|make|make|make|video,745974,29555,962,3951,http://example.com,False,False,False
vid_146,23.08.09,video best how new make,Channel 23,14,2023-08-25T00:00:00.000Z,make|review|awesome|video|best|awesome,220188,31110,585,2497,http://example.com,False,False,False
vid_147,23.05.06,daily how to vlog best daily vlog best awesome new how tutorial best tutorial,Channel 7,13,2023-05-23T00:00:00.000Z,,843667,16160,686,1573,http://example.com,False,False,False
vid_148,23.28.06,make to how new new awesome vlog to how make,Channel 46,4,2023-06-20T00:00:00.000Z,,277999,33224,183,2634,http://example.com,False,False,False
vid_149,23.08.02,video new best awesome to make how video,Channel 34,5,2023-01-29T00:00:00.000Z,how|how|video|review|review|review|awesome,430385,32886,22,2768,http://example.com,False,False,False
vid_150,23.14.02,awesome best video video vlog to,Channel 42,10,2023-02-05T00:00:00.000Z,vlog|best|how|make|video|best|video|daily|new,262677,3249,785,1211,http://example.com,False,False,False
vid_151,23.31.01,review vlog vlog awesome,Channel 19,5,2023-01-13T00:00:00.000Z,awesome|new|video|make|awesome|to|review,178476,38709,128,775,http://example.com,False,False,False
vid_152,23.06.07,tutorial how best daily how video best make tutorial make review make to,Channel 9,1,2023-06-09T00:00:00.000Z,daily|awesome|video|best|make|tutorial,151641,36831,290,1160,http://example.com,False,False,False
vid_153,23.19.12,daily awesome daily make video tutorial,Channel 48,6,2023-11-23T00:00:00.000Z,video|daily|how|tutorial|best|new|video|daily|best,650362,30625,831,2383,http://example.com,False,False,False
vid_154,23.08.07,daily make tutorial best how vlog to tutorial video review,Channel 18,13,2023-07-06T00:00:00.000Z,make|make|daily|awesome|how|awesome|how,785366,13756,500,2654,http://example.com,False,False,False
vid_155,23.05.09,tutorial video how video,Channel 41,9,2023-08-31T00:00:00.000Z,review,579725,20931,185,3540,http://example.com,False,False,False
vid_156,23.25.04,vlog video vlog make awesome how awesome make how tutorial tutorial vlog,Channel 48,2,2023-03-27T00:00:00.000Z,daily|vlog|review|daily,967010,22755,478,4697,http://example.com,False,False,False
vid_157,23.16.10,vlog to video new to video how vlog,Channel 45,7,2023-10-11T00:00:00.000Z,new|tutorial,157810,1255,570,4635,http://example.com,False,False,False
